| Agent    0 | Location(x,y) = (  41,  67) in Environment -   DerivENV | High-Level-State 0
| Agent  118 | Location (x,y) = ( 392,  62) in Environment -   DerivENV | High-Level-State 2
| Agent  117 | Location (x,y) = ( 255,  41) in Environment -   DerivENV | High-Level-State 2
| Agent  116 | Location (x,y) = ( 118,  10) in Environment -   DerivENV | High-Level-State 1
| Agent  115 | Location (x,y) = (  13,  48) in Environment -   DerivENV | High-Level-State 2
| Agent  114 | Location (x,y) = ( 327,  77) in Environment -   DerivENV | High-Level-State 1
| Agent  113 | Location (x,y) = ( 174,  10) in Environment -   DerivENV | High-Level-State 2
| Agent  112 | Location (x,y) = ( 122,  45) in Environment -   DerivENV | High-Level-State 2
| Agent  111 | Location (x,y) = (  43,  93) in Environment -   DerivENV | High-Level-State 2
| Agent  110 | Location (x,y) = (   1,  54) in Environment -   DerivENV | High-Level-State 1
| Agent  109 | Location (x,y) = ( 347,  52) in Environment -   DerivENV | High-Level-State 1
| Agent  108 | Location (x,y) = ( 229,  76) in Environment -   DerivENV | High-Level-State 2
| Agent  107 | Location (x,y) = ( 217,  80) in Environment -   DerivENV | High-Level-State 2
| Agent  106 | Location (x,y) = (  58,  14) in Environment -   DerivENV | High-Level-State 2
| Agent  105 | Location (x,y) = ( 156,  92) in Environment -   DerivENV | High-Level-State 2
| Agent  104 | Location (x,y) = ( 382,  61) in Environment -   DerivENV | High-Level-State 2
| Agent  103 | Location (x,y) = (  59,  56) in Environment -   DerivENV | High-Level-State 2
| Agent  102 | Location (x,y) = ( 340,  71) in Environment -   DerivENV | High-Level-State 2
| Agent  101 | Location (x,y) = (  54,  39) in Environment -   DerivENV | High-Level-State 2
| Agent  100 | Location (x,y) = ( 211,  55) in Environment -   DerivENV | High-Level-State 1
| Agent   99 | Location (x,y) = (   7,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   98 | Location (x,y) = ( 353,  84) in Environment -   DerivENV | High-Level-State 0
| Agent   97 | Location (x,y) = ( 290,  93) in Environment -   DerivENV | High-Level-State 0
| Agent   96 | Location (x,y) = ( 320,  65) in Environment -   DerivENV | High-Level-State 0
| Agent   95 | Location (x,y) = ( 105,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   94 | Location (x,y) = ( 389,  11) in Environment -   DerivENV | High-Level-State 0
| Agent   93 | Location (x,y) = ( 364,  96) in Environment -   DerivENV | High-Level-State 0
| Agent   92 | Location (x,y) = ( 140,  34) in Environment -   DerivENV | High-Level-State 1
| Agent   91 | Location (x,y) = (  45,  37) in Environment -   DerivENV | High-Level-State 0
| Agent   90 | Location (x,y) = ( 202,  88) in Environment -   DerivENV | High-Level-State 0
| Agent   89 | Location (x,y) = ( 179,  15) in Environment -   DerivENV | High-Level-State 0
| Agent   88 | Location (x,y) = ( 161,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   87 | Location (x,y) = ( 222,  99) in Environment -   DerivENV | High-Level-State 1
| Agent   86 | Location (x,y) = (  43,  90) in Environment -   DerivENV | High-Level-State 0
| Agent   85 | Location (x,y) = ( 101,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   84 | Location (x,y) = ( 111,  69) in Environment -   DerivENV | High-Level-State 1
| Agent   83 | Location (x,y) = (  87,  83) in Environment -   DerivENV | High-Level-State 1
| Agent   82 | Location (x,y) = ( 352,  20) in Environment -   DerivENV | High-Level-State 0
| Agent   81 | Location (x,y) = (  21,  44) in Environment -   DerivENV | High-Level-State 0
| Agent   80 | Location (x,y) = ( 253,  80) in Environment -   DerivENV | High-Level-State 0
| Agent   79 | Location (x,y) = (  54,  27) in Environment -   DerivENV | High-Level-State 0
| Agent   78 | Location (x,y) = ( 234,  48) in Environment -   DerivENV | High-Level-State 0
| Agent   77 | Location (x,y) = ( 183,  37) in Environment -   DerivENV | High-Level-State 0
| Agent   76 | Location (x,y) = ( 114,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   75 | Location (x,y) = (  34,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   74 | Location (x,y) = (  97,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   73 | Location (x,y) = ( 248,  92) in Environment -   DerivENV | High-Level-State 0
| Agent   72 | Location (x,y) = (  13,  24) in Environment -   DerivENV | High-Level-State 0
| Agent   71 | Location (x,y) = ( 330,  90) in Environment -   DerivENV | High-Level-State 0
| Agent   70 | Location (x,y) = (   5,  69) in Environment -   DerivENV | High-Level-State 0
| Agent   69 | Location (x,y) = ( 390,  91) in Environment -   DerivENV | High-Level-State 0
| Agent   68 | Location (x,y) = ( 243,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   67 | Location (x,y) = ( 192,  67) in Environment -   DerivENV | High-Level-State 0
| Agent   66 | Location (x,y) = ( 265,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   65 | Location (x,y) = ( 244,  25) in Environment -   DerivENV | High-Level-State 0
| Agent   64 | Location (x,y) = ( 116,  45) in Environment -   DerivENV | High-Level-State 2
| Agent   63 | Location (x,y) = ( 172,  32) in Environment -   DerivENV | High-Level-State 0
| Agent   62 | Location (x,y) = ( 330,  46) in Environment -   DerivENV | High-Level-State 0
| Agent   61 | Location (x,y) = ( 203,  40) in Environment -   DerivENV | High-Level-State 0
| Agent   60 | Location (x,y) = ( 154,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   59 | Location (x,y) = (   7,  53) in Environment -   DerivENV | High-Level-State 0
| Agent   58 | Location (x,y) = (  31,  30) in Environment -   DerivENV | High-Level-State 0
| Agent   57 | Location (x,y) = ( 368,  17) in Environment -   DerivENV | High-Level-State 0
| Agent   56 | Location (x,y) = (  53,   2) in Environment -   DerivENV | High-Level-State 0
| Agent   55 | Location (x,y) = ( 132,  89) in Environment -   DerivENV | High-Level-State 0
| Agent   54 | Location (x,y) = ( 176,   8) in Environment -   DerivENV | High-Level-State 1
| Agent   53 | Location (x,y) = ( 191,  31) in Environment -   DerivENV | High-Level-State 0
| Agent   52 | Location (x,y) = ( 166,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   51 | Location (x,y) = (  35,  16) in Environment -   DerivENV | High-Level-State 0
| Agent   50 | Location (x,y) = ( 215,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   49 | Location (x,y) = (   2,  96) in Environment -   DerivENV | High-Level-State 1
| Agent   48 | Location (x,y) = ( 251,  62) in Environment -   DerivENV | High-Level-State 0
| Agent   47 | Location (x,y) = ( 252,  89) in Environment -   DerivENV | High-Level-State 1
| Agent   46 | Location (x,y) = ( 225,  86) in Environment -   DerivENV | High-Level-State 0
| Agent   45 | Location (x,y) = ( 187,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   44 | Location (x,y) = ( 375,  60) in Environment -   DerivENV | High-Level-State 0
| Agent   43 | Location (x,y) = (  78,  39) in Environment -   DerivENV | High-Level-State 0
| Agent   42 | Location (x,y) = ( 127,   4) in Environment -   DerivENV | High-Level-State 1
| Agent   41 | Location (x,y) = ( 217,   6) in Environment -   DerivENV | High-Level-State 0
| Agent   40 | Location (x,y) = (  79,  47) in Environment -   DerivENV | High-Level-State 0
| Agent   39 | Location (x,y) = ( 297,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   38 | Location (x,y) = ( 222,  14) in Environment -   DerivENV | High-Level-State 0
| Agent   37 | Location (x,y) = (  46,  54) in Environment -   DerivENV | High-Level-State 0
| Agent   36 | Location (x,y) = ( 394,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   35 | Location (x,y) = ( 111,  18) in Environment -   DerivENV | High-Level-State 0
| Agent   34 | Location (x,y) = ( 307,  38) in Environment -   DerivENV | High-Level-State 0
| Agent   33 | Location (x,y) = ( 139,  88) in Environment -   DerivENV | High-Level-State 0
| Agent   32 | Location (x,y) = ( 296,  66) in Environment -   DerivENV | High-Level-State 0
| Agent   31 | Location (x,y) = ( 138,   1) in Environment -   DerivENV | High-Level-State 0
| Agent   30 | Location (x,y) = ( 321,  28) in Environment -   DerivENV | High-Level-State 0
| Agent   29 | Location (x,y) = ( 146,  55) in Environment -   DerivENV | High-Level-State 0
| Agent   28 | Location (x,y) = ( 113,  33) in Environment -   DerivENV | High-Level-State 0
| Agent   27 | Location (x,y) = ( 262,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   26 | Location (x,y) = (  43,  97) in Environment -   DerivENV | High-Level-State 0
| Agent   25 | Location (x,y) = ( 232,  14) in Environment -   DerivENV | High-Level-State 1
| Agent   24 | Location (x,y) = ( 338,  58) in Environment -   DerivENV | High-Level-State 0
| Agent   23 | Location (x,y) = ( 156,  10) in Environment -   DerivENV | High-Level-State 0
| Agent   22 | Location (x,y) = ( 183,  99) in Environment -   DerivENV | High-Level-State 0
| Agent   21 | Location (x,y) = ( 181,  95) in Environment -   DerivENV | High-Level-State 1
| Agent   20 | Location (x,y) = (  82,  77) in Environment -   DerivENV | High-Level-State 0
| Agent   19 | Location (x,y) = ( 277,  94) in Environment -   DerivENV | High-Level-State 0
| Agent   18 | Location (x,y) = ( 238,  36) in Environment -   DerivENV | High-Level-State 0
| Agent   17 | Location (x,y) = ( 345,  45) in Environment -   DerivENV | High-Level-State 0
| Agent   16 | Location (x,y) = ( 397,  66) in Environment -   DerivENV | High-Level-State 0
| Agent   15 | Location (x,y) = ( 340,  30) in Environment -   DerivENV | High-Level-State 2
| Agent   14 | Location (x,y) = ( 129,  59) in Environment -   DerivENV | High-Level-State 0
| Agent   13 | Location (x,y) = (  10,   8) in Environment -   DerivENV | High-Level-State 0
| Agent   12 | Location (x,y) = (  43,  49) in Environment -   DerivENV | High-Level-State 0
| Agent   11 | Location (x,y) = (  86,  94) in Environment -   DerivENV | High-Level-State 0
| Agent   10 | Location (x,y) = (   6,   6) in Environment -   DerivENV | High-Level-State 0
| Agent    9 | Location (x,y) = ( 167,  52) in Environment -   DerivENV | High-Level-State 0
| Agent    8 | Location (x,y) = ( 333,  46) in Environment -   DerivENV | High-Level-State 0
| Agent    7 | Location (x,y) = ( 284,  86) in Environment -   DerivENV | High-Level-State 0
| Agent    6 | Location (x,y) = ( 263,  28) in Environment -   DerivENV | High-Level-State 0
| Agent    5 | Location (x,y) = ( 308,   9) in Environment -   DerivENV | High-Level-State 0
| Agent    4 | Location (x,y) = ( 217,  92) in Environment -   DerivENV | High-Level-State 0
| Agent    3 | Location (x,y) = ( 380,  19) in Environment -   DerivENV | High-Level-State 0
| Agent    2 | Location (x,y) = ( 147,  49) in Environment -   DerivENV | High-Level-State 0
| Agent    1 | Location (x,y) = ( 133,  49) in Environment -   DerivENV | High-Level-State 0
| Agent    0 | Location (x,y) = (   2,  85) in Environment -   DerivENV | High-Level-State 1
	Tally: { S = 87 , I = 23 , R = 40 | Time 12

| Agent  149 | Location (x,y) = ( 301,  25) in Environment -   DerivENV | High-Level-State 2
| Agent  148 | Location (x,y) = ( 267,  28) in Environment -   DerivENV | High-Level-State 2
| Agent  147 | Location (x,y) = (  52,  64) in Environment -   DerivENV | High-Level-State 2
| Agent  146 | Location (x,y) = ( 278,  74) in Environment -   DerivENV | High-Level-State 2
| Agent  145 | Location (x,y) = ( 393,  65) in Environment -   DerivENV | High-Level-State 2
| Agent  144 | Location (x,y) = ( 224,  79) in Environment -   DerivENV | High-Level-State 2
| Agent  143 | Location (x,y) = ( 289,  53) in Environment -   DerivENV | High-Level-State 2
| Agent  142 | Location (x,y) = (  46,  23) in Environment -   DerivENV | High-Level-State 2
| Agent  141 | Location (x,y) = ( 122,  32) in Environment -   DerivENV | High-Level-State 2
| Agent  140 | Location (x,y) = ( 265,   1) in Environment -   DerivENV | High-Level-State 2
| Agent  139 | Location (x,y) = (  10,  14) in Environment -   DerivENV | High-Level-State 2
| Agent  138 | Location (x,y) = ( 125,  63) in Environment -   DerivENV | High-Level-State 1
| Agent  137 | Location (x,y) = ( 209,   0) in Environment -   DerivENV | High-Level-State 2
| Agent  136 | Location (x,y) = (  58,  83) in Environment -   DerivENV | High-Level-State 2
| Agent  135 | Location (x,y) = ( 372,  44) in Environment -   DerivENV | High-Level-State 2
| Agent  134 | Location (x,y) = ( 256,  70) in Environment -   DerivENV | High-Level-State 2
| Agent  133 | Location (x,y) = ( 340,  14) in Environment -   DerivENV | High-Level-State 2
| Agent  132 | Location (x,y) = ( 169,  49) in Environment -   DerivENV | High-Level-State 2
| Agent  131 | Location (x,y) = (  20,  81) in Environment -   DerivENV | High-Level-State 2
| Agent  130 | Location (x,y) = (  17,  38) in Environment -   DerivENV | High-Level-State 2
| Agent  129 | Location (x,y) = (   1,  77) in Environment -   DerivENV | High-Level-State 2
| Agent  128 | Location (x,y) = (  59,  57) in Environment -   DerivENV | High-Level-State 2
| Agent  127 | Location (x,y) = ( 357,   6) in Environment -   DerivENV | High-Level-State 2
| Agent  126 | Location (x,y) = (  38,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  125 | Location (x,y) = (  63,  35) in Environment -   DerivENV | High-Level-State 2
| Agent  124 | Location (x,y) = ( 197,  10) in Environment -   DerivENV | High-Level-State 2
| Agent  123 | Location (x,y) = (  47,  33) in Environment -   DerivENV | High-Level-State 2
| Agent  122 | Location (x,y) = ( 178,  25) in Environment -   DerivENV | High-Level-State 2
| Agent  121 | Location (x,y) = ( 299,  44) in Environment -   DerivENV | High-Level-State 2
| Agent  120 | Location (x,y) = ( 381,  54) in Environment -   DerivENV | High-Level-State 2
| Agent  119 | Location (x,y) = ( 246,  79) in Environment -   DerivENV | High-Level-State 2
| Agent  118 | Location (x,y) = ( 133,  12) in Environment -   DerivENV | High-Level-State 2
| Agent  117 | Location (x,y) = ( 287,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  116 | Location (x,y) = (  79,  80) in Environment -   DerivENV | High-Level-State 2
| Agent  115 | Location (x,y) = ( 326,  13) in Environment -   DerivENV | High-Level-State 2
| Agent  114 | Location (x,y) = ( 372,  97) in Environment -   DerivENV | High-Level-State 2
| Agent  113 | Location (x,y) = ( 384,  38) in Environment -   DerivENV | High-Level-State 2
| Agent  112 | Location (x,y) = (  92,  66) in Environment -   DerivENV | High-Level-State 2
| Agent  111 | Location (x,y) = (  39,  97) in Environment -   DerivENV | High-Level-State 2
| Agent  110 | Location (x,y) = ( 115,  53) in Environment -   DerivENV | High-Level-State 2
| Agent  109 | Location (x,y) = ( 357,  21) in Environment -   DerivENV | High-Level-State 2
| Agent  108 | Location (x,y) = ( 181,  11) in Environment -   DerivENV | High-Level-State 2
| Agent  107 | Location (x,y) = ( 288,  24) in Environment -   DerivENV | High-Level-State 2
| Agent  106 | Location (x,y) = ( 288,  96) in Environment -   DerivENV | High-Level-State 2
| Agent  105 | Location (x,y) = ( 217,  87) in Environment -   DerivENV | High-Level-State 2
| Agent  104 | Location (x,y) = ( 333,  27) in Environment -   DerivENV | High-Level-State 2
| Agent  103 | Location (x,y) = ( 142,  66) in Environment -   DerivENV | High-Level-State 2
| Agent  102 | Location (x,y) = ( 298,  43) in Environment -   DerivENV | High-Level-State 2
| Agent  101 | Location (x,y) = ( 349,  45) in Environment -   DerivENV | High-Level-State 2
